[0.21464451 0.2306879  0.45754774 0.24122601 0.22704704]	1
[0.21513088 0.23883467 0.45653446 0.24621134 0.23195131]	1
[0.21464451 0.24617081 0.4521571  0.24754887 0.23215397]	1
[0.21529301 0.8284009  0.44376715 0.24313097 0.232843  ]	1
[0.21565779 0.81247215 0.44007881 0.24754887 0.232843  ]	1
[0.21496876 0.71077948 0.43683632 0.24771099 0.23296459]	1
[0.21464451 0.81109409 0.43258055 0.24361734 0.22960051]	1
[0.21480663 0.70688848 0.424069   0.24835949 0.22587164]	1
[0.21529301 0.6992281  0.41576012 0.25180464 0.230249  ]	1
[0.21464451 0.7009304  0.41166647 0.23919945 0.22976263]	1
[0.21496876 0.79885368 0.40655954 0.24803524 0.22587164]	1
[0.21432026 0.69703941 0.4024659  0.24398212 0.22214277]	1
[0.21464451 0.81076984 0.3936301  0.25707369 0.22652014]	1
[0.21480663 0.80598717 0.39176567 0.26659851 0.23061378]	1
[0.21379335 0.80156927 0.38260563 0.25399332 0.22656067]	1
[0.21432026 0.68800097 0.37867411 0.26740913 0.23146494]	1
[0.21480663 0.69736366 0.37478312 0.27134066 0.23539646]	1
[0.21448238 0.68240767 0.36898716 0.27202969 0.23572071]	1
[0.21395548 0.58107977 0.36067827 0.39901381 0.23673399]	1
[0.21415813 0.57629709 0.35609825 0.41263227 0.23689611]	1
[0.21363123 0.5717576  0.35062654 0.27729874 0.23689611]	1
[0.21784647 0.56320553 0.34669502 0.24787312 0.23316725]	1
[0.21837337 0.56292181 0.34227713 0.15165215 0.23365362]	0
[0.2173601  0.56644802 0.33773764 0.25962715 0.23065432]	1
[0.21667107 0.56665068 0.33668383 0.40193205 0.23555859]	1
[0.22108896 0.57001476 0.33226593 0.27458315 0.2396117 ]	1
[0.22554739 0.57633762 0.32853706 0.40395861 0.24066551]	1
[0.23114069 0.55388336 0.32411917 0.40055399 0.24078711]	1
[0.24030073 0.54111605 0.32022818 0.17122869 0.23689611]	0
[0.2440296  0.53604965 0.31593187 0.19773607 0.23470743]	1
[0.80895288 0.78527575 0.31390532 0.40124302 0.243908  ]	1
[0.81272228 0.78491096 0.30916317 0.40326958 0.24439438]	1
[0.80810173 0.78799133 0.3054343  1.02408533 0.24435385]	1
[0.81219538 0.78369503 0.30097588 0.28682356 0.24982555]	1
[0.82342251 0.78219538 0.29963835 0.36638622 0.24609669]	1
[0.81884249 0.78134422 0.29165371 0.8581913  0.24269207]	1
[0.81029041 0.78491096 0.28687103 0.41923885 0.24317844]	1
[0.80980404 0.78389769 0.28314217 0.36229258 0.24828537]	1
[0.81320866 0.77947979 0.27977808 0.36825066 0.24828537]	1
[0.80437286 0.78357344 0.27617081 0.35734777 0.24881227]	1
[0.80404861 0.78304653 0.27195557 0.34275656 0.2495013 ]	1
[0.8029948  0.77692633 0.26749714 0.33898716 0.24589403]	1
[0.8029948  0.78065519 0.26259287 0.33221846 0.24678572]	1
[0.80607517 0.77506189 0.25663479 0.30364399 0.2527438 ]	1
[0.80506189 0.77879076 0.25254114 0.33424501 0.25306805]	1
[0.79995497 0.77388649 0.24743422 0.33169155 0.25748594]	1
[0.79979284 0.77352171 0.24289473 0.33371811 0.24727209]	1
[0.79930647 0.77198153 0.24252995 0.31823521 0.25104149]	1
[0.79809053 0.7668746  0.23774727 0.3158844  0.25254114]	1
[0.7974015  0.77044134 0.23742302 0.31300669 0.25659426]	1
[0.80538614 0.77352171 0.23742302 0.32472019 0.26157959]	1
[0.79197033 0.76894169 0.23264034 0.31385784 0.26291712]	1
[0.79553707 0.76415901 0.22741182 0.30226593 0.26360615]	0
[0.79330786 0.7656992  0.21922453 0.30635958 0.26153906]	0
